trading_date,rv_5m,rsv_pos_5m,rsv_neg_5m,day_session_rv,night_session_rv,n_5m_returns,valid_5m_bars,session_coverage_ratio,source_file_sha256,transform_version
2006-07-18,0.00022024068025152248,7.562930988170511e-05,0.00014461137036981736,0.00022024068025152248,0.0,56,58,1.0,397ded0c7d1ad61201d37a93bc2281acc2381a88e54fb0e71478569b305bee04,225LABO_MINI_RVRSV_V1
2006-07-19,0.0001418596214321462,7.645829011897578e-05,6.540133131317043e-05,0.0001418596214321462,0.0,56,58,1.0,397ded0c7d1ad61201d37a93bc2281acc2381a88e54fb0e71478569b305bee04,225LABO_MINI_RVRSV_V1
2006-07-20,5.436529296404679e-05,3.862301361834663e-05,1.5742279345700162e-05,5.436529296404679e-05,0.0,56,58,1.0,397ded0c7d1ad61201d37a93bc2281acc2381a88e54fb0e71478569b305bee04,225LABO_MINI_RVRSV_V1
2006-07-21,2.987907199597637e-05,1.1817756251375562e-05,1.8061315744600806e-05,2.987907199597637e-05,0.0,56,58,1.0,397ded0c7d1ad61201d37a93bc2281acc2381a88e54fb0e71478569b305bee04,225LABO_MINI_RVRSV_V1
2006-07-24,9.430669421814421e-05,5.821486321561627e-05,3.609183100252796e-05,9.430669421814421e-05,0.0,56,58,1.0,397ded0c7d1ad61201d37a93bc2281acc2381a88e54fb0e71478569b305bee04,225LABO_MINI_RVRSV_V1
2006-07-25,4.6876145707026404e-05,2.167116331771103e-05,2.520498238931539e-05,4.6876145707026404e-05,0.0,56,58,1.0,397ded0c7d1ad61201d37a93bc2281acc2381a88e54fb0e71478569b305bee04,225LABO_MINI_RVRSV_V1
2006-07-26,7.117587683131212e-05,1.5485416095020613e-05,5.569046073629151e-05,7.117587683131212e-05,0.0,56,58,1.0,397ded0c7d1ad61201d37a93bc2281acc2381a88e54fb0e71478569b305bee04,225LABO_MINI_RVRSV_V1
2006-07-27,0.00013014425137170265,9.461765409297436e-05,3.5526597278728305e-05,0.00013014425137170265,0.0,56,58,1.0,397ded0c7d1ad61201d37a93bc2281acc2381a88e54fb0e71478569b305bee04,225LABO_MINI_RVRSV_V1
2006-07-28,8.670148924550954e-05,5.316847058602403e-05,3.3533018659485516e-05,8.670148924550954e-05,0.0,56,58,1.0,397ded0c7d1ad61201d37a93bc2281acc2381a88e54fb0e71478569b305bee04,225LABO_MINI_RVRSV_V1
2006-07-31,5.4275218294206324e-05,2.186190809931045e-05,3.2413310194895875e-05,5.4275218294206324e-05,0.0,56,58,1.0,397ded0c7d1ad61201d37a93bc2281acc2381a88e54fb0e71478569b305bee04,225LABO_MINI_RVRSV_V1
2006-08-01,6.035365779900279e-05,3.0392278167718328e-05,2.996137963128448e-05,6.035365779900279e-05,0.0,56,58,1.0,397ded0c7d1ad61201d37a93bc2281acc2381a88e54fb0e71478569b305bee04,225LABO_MINI_RVRSV_V1
2006-08-02,5.2625677047600863e-05,3.1543287201197726e-05,2.1082389846403137e-05,5.2625677047600863e-05,0.0,56,58,1.0,397ded0c7d1ad61201d37a93bc2281acc2381a88e54fb0e71478569b305bee04,225LABO_MINI_RVRSV_V1
2006-08-03,4.4819437220181825e-05,2.3699190207936395e-05,2.1120247012245454e-05,4.4819437220181825e-05,0.0,56,58,1.0,397ded0c7d1ad61201d37a93bc2281acc2381a88e54fb0e71478569b305bee04,225LABO_MINI_RVRSV_V1
